instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weekday_nome,estacao_nome,tempo_nome,temp_norm,hum_norm,windspeed_norm
8607,2011-12-30,1,0,12,9,0,5,1,1,0.26,0.303,0.75,0.0,19,175,194,Sex,Inverno,Bom tempo,0.2448979591836735,0.75,0.0
8608,2011-12-30,1,0,12,10,0,5,1,1,0.3,0.2879,0.65,0.2537,10,108,118,Sex,Inverno,Bom tempo,0.2857142857142857,0.65,0.298224991183731
8609,2011-12-30,1,0,12,11,0,5,1,1,0.32,0.3182,0.66,0.194,45,126,171,Sex,Inverno,Bom tempo,0.30612244897959184,0.66,0.22804749030210417
8610,2011-12-30,1,0,12,12,0,5,1,1,0.32,0.3333,0.57,0.1343,38,159,197,Sex,Inverno,Bom tempo,0.30612244897959184,0.57,0.15786998942047725
8611,2011-12-30,1,0,12,13,0,5,1,2,0.36,0.3485,0.53,0.1343,53,154,207,Sex,Inverno,Nublado,0.3469387755102041,0.53,0.15786998942047725
8612,2011-12-30,1,0,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896,67,178,245,Sex,Inverno,Nublado,0.3877551020408163,0.47,0.10532502644880687
8613,2011-12-30,1,0,12,15,0,5,1,1,0.42,0.4242,0.44,0.0,56,236,292,Sex,Inverno,Bom tempo,0.4081632653061224,0.44,0.0
8614,2011-12-30,1,0,12,16,0,5,1,1,0.42,0.4242,0.47,0.194,36,247,283,Sex,Inverno,Bom tempo,0.4081632653061224,0.47,0.22804749030210417
8615,2011-12-30,1,0,12,17,0,5,1,1,0.38,0.3939,0.54,0.1642,54,188,242,Sex,Inverno,Bom tempo,0.36734693877551017,0.54,0.19301751498765723
8616,2011-12-30,1,0,12,18,0,5,1,1,0.36,0.3485,0.62,0.1343,19,163,182,Sex,Inverno,Bom tempo,0.3469387755102041,0.62,0.15786998942047725
8617,2011-12-30,1,0,12,19,0,5,1,2,0.34,0.303,0.49,0.4179,16,96,112,Sex,Inverno,Nublado,0.326530612244898,0.49,0.49124250617138826
8618,2011-12-30,1,0,12,20,0,5,1,2,0.34,0.3485,0.66,0.1045,16,75,91,Sex,Inverno,Nublado,0.326530612244898,0.66,0.12284001410603033
8619,2011-12-30,1,0,12,21,0,5,1,2,0.36,0.3636,0.66,0.1045,11,84,95,Sex,Inverno,Nublado,0.3469387755102041,0.66,0.12284001410603033
8620,2011-12-30,1,0,12,22,0,5,1,2,0.34,0.3333,0.71,0.1642,7,78,85,Sex,Inverno,Nublado,0.326530612244898,0.71,0.19301751498765723
8621,2011-12-30,1,0,12,23,0,5,1,2,0.36,0.3333,0.66,0.2537,13,60,73,Sex,Inverno,Nublado,0.3469387755102041,0.66,0.298224991183731
8622,2011-12-31,1,0,12,0,0,6,0,2,0.38,0.3939,0.62,0.3284,7,37,44,Sáb,Inverno,Nublado,0.36734693877551017,0.62,0.38603502997531447
8623,2011-12-31,1,0,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,4,31,35,Sáb,Inverno,Nublado,0.3877551020408163,0.62,0.33337251675091106
8624,2011-12-31,1,0,12,2,0,6,0,2,0.4,0.4091,0.62,0.2836,1,27,28,Sáb,Inverno,Nublado,0.3877551020408163,0.62,0.33337251675091106
8625,2011-12-31,1,0,12,3,0,6,0,2,0.4,0.4091,0.62,0.2836,1,17,18,Sáb,Inverno,Nublado,0.3877551020408163,0.62,0.33337251675091106
8626,2011-12-31,1,0,12,4,0,6,0,1,0.38,0.3939,0.71,0.2239,1,9,10,Sáb,Inverno,Bom tempo,0.36734693877551017,0.71,0.2631950158692841
8627,2011-12-31,1,0,12,5,0,6,0,2,0.36,0.3485,0.76,0.2239,1,0,1,Sáb,Inverno,Nublado,0.3469387755102041,0.76,0.2631950158692841
8628,2011-12-31,1,0,12,6,0,6,0,2,0.4,0.4091,0.71,0.0896,1,5,6,Sáb,Inverno,Nublado,0.3877551020408163,0.71,0.10532502644880687
8629,2011-12-31,1,0,12,7,0,6,0,3,0.38,0.3939,0.76,0.0,6,13,19,Sáb,Inverno,Chuva leve,0.36734693877551017,0.76,0.0
8630,2011-12-31,1,0,12,8,0,6,0,1,0.34,0.3333,0.81,0.1343,7,42,49,Sáb,Inverno,Bom tempo,0.326530612244898,0.81,0.15786998942047725
8631,2011-12-31,1,0,12,9,0,6,0,1,0.38,0.3939,0.76,0.0,18,72,90,Sáb,Inverno,Bom tempo,0.36734693877551017,0.76,0.0
8632,2011-12-31,1,0,12,10,0,6,0,1,0.4,0.4091,0.76,0.1642,20,108,128,Sáb,Inverno,Bom tempo,0.3877551020408163,0.76,0.19301751498765723
8633,2011-12-31,1,0,12,11,0,6,0,1,0.42,0.4242,0.71,0.1642,65,152,217,Sáb,Inverno,Bom tempo,0.4081632653061224,0.71,0.19301751498765723
8634,2011-12-31,1,0,12,12,0,6,0,1,0.52,0.5,0.39,0.2985,93,180,273,Sáb,Inverno,Bom tempo,0.5102040816326531,0.39,0.3508875044081345
8635,2011-12-31,1,0,12,13,0,6,0,1,0.5,0.4848,0.42,0.4925,108,205,313,Sáb,Inverno,Bom tempo,0.4897959183673469,0.42,0.5789349947102387
8636,2011-12-31,1,0,12,14,0,6,0,1,0.46,0.4545,0.51,0.3284,115,185,300,Sáb,Inverno,Bom tempo,0.4489795918367347,0.51,0.38603502997531447
8637,2011-12-31,1,0,12,15,0,6,0,1,0.46,0.4545,0.47,0.4925,89,164,253,Sáb,Inverno,Bom tempo,0.4489795918367347,0.47,0.5789349947102387
8638,2011-12-31,1,0,12,16,0,6,0,1,0.44,0.4394,0.51,0.3881,52,143,195,Sáb,Inverno,Bom tempo,0.42857142857142855,0.51,0.45621253085694136
8639,2011-12-31,1,0,12,17,0,6,0,1,0.42,0.4242,0.54,0.194,28,101,129,Sáb,Inverno,Bom tempo,0.4081632653061224,0.54,0.22804749030210417
8640,2011-12-31,1,0,12,18,0,6,0,1,0.42,0.4242,0.54,0.1343,13,80,93,Sáb,Inverno,Bom tempo,0.4081632653061224,0.54,0.15786998942047725
8641,2011-12-31,1,0,12,19,0,6,0,1,0.42,0.4242,0.54,0.2239,19,73,92,Sáb,Inverno,Bom tempo,0.4081632653061224,0.54,0.2631950158692841
8642,2011-12-31,1,0,12,20,0,6,0,1,0.42,0.4242,0.54,0.2239,8,63,71,Sáb,Inverno,Bom tempo,0.4081632653061224,0.54,0.2631950158692841
8643,2011-12-31,1,0,12,21,0,6,0,1,0.4,0.4091,0.58,0.194,2,50,52,Sáb,Inverno,Bom tempo,0.3877551020408163,0.58,0.22804749030210417
8644,2011-12-31,1,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,2,36,38,Sáb,Inverno,Bom tempo,0.36734693877551017,0.62,0.15786998942047725
8645,2011-12-31,1,0,12,23,0,6,0,1,0.36,0.3788,0.66,0.0,4,27,31,Sáb,Inverno,Bom tempo,0.3469387755102041,0.66,0.0
8646,2012-01-01,1,1,1,0,0,0,0,1,0.36,0.3788,0.66,0.0,5,43,48,Dom,Inverno,Bom tempo,0.3469387755102041,0.66,0.0
8647,2012-01-01,1,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,15,78,93,Dom,Inverno,Bom tempo,0.3469387755102041,0.66,0.15786998942047725
8648,2012-01-01,1,1,1,2,0,0,0,1,0.32,0.3485,0.76,0.0,16,59,75,Dom,Inverno,Bom tempo,0.30612244897959184,0.76,0.0
8649,2012-01-01,1,1,1,3,0,0,0,1,0.3,0.3333,0.81,0.0,11,41,52,Dom,Inverno,Bom tempo,0.2857142857142857,0.81,0.0
8650,2012-01-01,1,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8,Dom,Inverno,Bom tempo,0.2653061224489796,0.81,0.10532502644880687
8651,2012-01-01,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5,Dom,Inverno,Bom tempo,0.2653061224489796,0.81,0.12284001410603033
8652,2012-01-01,1,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2,Dom,Inverno,Bom tempo,0.2448979591836735,0.93,0.15786998942047725
8653,2012-01-01,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7,Dom,Inverno,Bom tempo,0.2448979591836735,0.93,0.19301751498765723
8654,2012-01-01,1,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14,Dom,Inverno,Bom tempo,0.2448979591836735,0.87,0.12284001410603033
8655,2012-01-01,1,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40,Dom,Inverno,Bom tempo,0.2448979591836735,0.93,0.12284001410603033
8656,2012-01-01,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70,Dom,Inverno,Bom tempo,0.2857142857142857,0.81,0.12284001410603033
8657,2012-01-01,1,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138,Dom,Inverno,Bom tempo,0.326530612244898,0.76,0.15786998942047725
8658,2012-01-01,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201,Dom,Inverno,Bom tempo,0.3877551020408163,0.62,0.33337251675091106
8659,2012-01-01,1,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223,Dom,Inverno,Bom tempo,0.4081632653061224,0.58,0.33337251675091106
8660,2012-01-01,1,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267,Dom,Inverno,Bom tempo,0.42857142857142855,0.54,0.3508875044081345
8661,2012-01-01,1,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265,Dom,Inverno,Bom tempo,0.4489795918367347,0.51,0.3508875044081345
8662,2012-01-01,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215,Dom,Inverno,Nublado,0.42857142857142855,0.54,0.3508875044081345
8663,2012-01-01,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111,Dom,Inverno,Nublado,0.4693877551020408,0.48,0.19301751498765723
8664,2012-01-01,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,25,81,106,Dom,Inverno,Chuva leve,0.4489795918367347,0.59,0.298224991183731
8665,2012-01-01,1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,20,85,105,Dom,Inverno,Chuva leve,0.4081632653061224,0.67,0.45621253085694136
8666,2012-01-01,1,1,1,20,0,0,0,2,0.44,0.4394,0.62,0.2985,25,58,83,Dom,Inverno,Nublado,0.42857142857142855,0.62,0.3508875044081345
8667,2012-01-01,1,1,1,21,0,0,0,2,0.44,0.4394,0.67,0.2537,10,61,71,Dom,Inverno,Nublado,0.42857142857142855,0.67,0.298224991183731
8668,2012-01-01,1,1,1,22,0,0,0,1,0.46,0.4545,0.55,0.4179,13,53,66,Dom,Inverno,Bom tempo,0.4489795918367347,0.55,0.49124250617138826
8669,2012-01-01,1,1,1,23,0,0,0,1,0.44,0.4394,0.51,0.2985,4,25,29,Dom,Inverno,Bom tempo,0.42857142857142855,0.51,0.3508875044081345
8670,2012-01-02,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39,Seg,Inverno,Bom tempo,0.3877551020408163,0.4,0.5439050193957917
8671,2012-01-02,1,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,1,11,12,Seg,Inverno,Bom tempo,0.3469387755102041,0.43,0.49124250617138826
8672,2012-01-02,1,1,1,2,1,1,0,1,0.36,0.3182,0.34,0.4478,1,6,7,Seg,Inverno,Bom tempo,0.3469387755102041,0.34,0.5263900317385682
8673,2012-01-02,1,1,1,4,1,1,0,1,0.28,0.2576,0.45,0.3284,0,4,4,Seg,Inverno,Bom tempo,0.2653061224489796,0.45,0.38603502997531447
8674,2012-01-02,1,1,1,5,1,1,0,1,0.28,0.2576,0.45,0.3284,1,3,4,Seg,Inverno,Bom tempo,0.2653061224489796,0.45,0.38603502997531447
8675,2012-01-02,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,0,14,14,Seg,Inverno,Bom tempo,0.2448979591836735,0.41,0.45621253085694136
8676,2012-01-02,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,0,16,16,Seg,Inverno,Bom tempo,0.22448979591836735,0.32,0.45621253085694136
8677,2012-01-02,1,1,1,8,1,1,0,1,0.24,0.2273,0.35,0.2537,2,51,53,Seg,Inverno,Bom tempo,0.22448979591836735,0.35,0.298224991183731
8678,2012-01-02,1,1,1,9,1,1,0,1,0.24,0.2576,0.35,0.0,15,53,68,Seg,Inverno,Bom tempo,0.22448979591836735,0.35,0.0
8679,2012-01-02,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109,Seg,Inverno,Bom tempo,0.2448979591836735,0.35,0.33337251675091106
8680,2012-01-02,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175,Seg,Inverno,Bom tempo,0.2448979591836735,0.35,0.5789349947102387
8681,2012-01-02,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202,Seg,Inverno,Bom tempo,0.2653061224489796,0.36,0.298224991183731
8682,2012-01-02,1,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,26,150,176,Seg,Inverno,Bom tempo,0.2857142857142857,0.36,0.3508875044081345
8683,2012-01-02,1,1,1,14,1,1,0,1,0.3,0.2727,0.36,0.4179,10,141,151,Seg,Inverno,Bom tempo,0.2857142857142857,0.36,0.49124250617138826
8684,2012-01-02,1,1,1,15,1,1,0,1,0.28,0.2424,0.38,0.4478,29,139,168,Seg,Inverno,Bom tempo,0.2653061224489796,0.38,0.5263900317385682
8685,2012-01-02,1,1,1,16,1,1,0,1,0.26,0.2273,0.35,0.4179,10,144,154,Seg,Inverno,Bom tempo,0.2448979591836735,0.35,0.49124250617138826
8686,2012-01-02,1,1,1,17,1,1,0,1,0.26,0.2273,0.35,0.3881,17,136,153,Seg,Inverno,Bom tempo,0.2448979591836735,0.35,0.45621253085694136
8687,2012-01-02,1,1,1,18,1,1,0,1,0.26,0.2424,0.33,0.2537,13,113,126,Seg,Inverno,Bom tempo,0.2448979591836735,0.33,0.298224991183731
8688,2012-01-02,1,1,1,19,1,1,0,1,0.24,0.2273,0.38,0.2239,4,89,93,Seg,Inverno,Bom tempo,0.22448979591836735,0.38,0.2631950158692841
8689,2012-01-02,1,1,1,20,1,1,0,1,0.24,0.2273,0.41,0.2239,5,83,88,Seg,Inverno,Bom tempo,0.22448979591836735,0.41,0.2631950158692841
8690,2012-01-02,1,1,1,21,1,1,0,2,0.24,0.2121,0.41,0.3284,3,63,66,Seg,Inverno,Nublado,0.22448979591836735,0.41,0.38603502997531447
8691,2012-01-02,1,1,1,22,1,1,0,2,0.22,0.2121,0.44,0.2836,3,36,39,Seg,Inverno,Nublado,0.20408163265306123,0.44,0.33337251675091106
8692,2012-01-02,1,1,1,23,1,1,0,1,0.22,0.2121,0.44,0.2537,2,32,34,Seg,Inverno,Bom tempo,0.20408163265306123,0.44,0.298224991183731
8693,2012-01-03,1,1,1,0,0,2,1,1,0.2,0.197,0.51,0.2537,0,13,13,Ter,Inverno,Bom tempo,0.1836734693877551,0.51,0.298224991183731
8694,2012-01-03,1,1,1,1,0,2,1,1,0.18,0.1818,0.55,0.2239,1,5,6,Ter,Inverno,Bom tempo,0.163265306122449,0.55,0.2631950158692841
8695,2012-01-03,1,1,1,2,0,2,1,1,0.18,0.1667,0.51,0.2537,0,3,3,Ter,Inverno,Bom tempo,0.163265306122449,0.51,0.298224991183731
8696,2012-01-03,1,1,1,3,0,2,1,1,0.16,0.1364,0.55,0.2836,0,2,2,Ter,Inverno,Bom tempo,0.14285714285714288,0.55,0.33337251675091106
8697,2012-01-03,1,1,1,4,0,2,1,1,0.16,0.1515,0.55,0.2537,0,5,5,Ter,Inverno,Bom tempo,0.14285714285714288,0.55,0.298224991183731
8698,2012-01-03,1,1,1,5,0,2,1,1,0.14,0.1364,0.54,0.194,0,12,12,Ter,Inverno,Bom tempo,0.12244897959183676,0.54,0.22804749030210417
8699,2012-01-03,1,1,1,6,0,2,1,1,0.14,0.1212,0.59,0.2836,4,81,85,Ter,Inverno,Bom tempo,0.12244897959183676,0.59,0.33337251675091106
8700,2012-01-03,1,1,1,7,0,2,1,1,0.14,0.1212,0.59,0.2537,2,168,170,Ter,Inverno,Bom tempo,0.12244897959183676,0.59,0.298224991183731
8701,2012-01-03,1,1,1,8,0,2,1,1,0.16,0.1364,0.55,0.2836,5,349,354,Ter,Inverno,Bom tempo,0.14285714285714288,0.55,0.33337251675091106
8702,2012-01-03,1,1,1,9,0,2,1,1,0.16,0.1364,0.5,0.2836,8,145,153,Ter,Inverno,Bom tempo,0.14285714285714288,0.5,0.33337251675091106
8703,2012-01-03,1,1,1,10,0,2,1,1,0.16,0.1212,0.47,0.4627,5,55,60,Ter,Inverno,Bom tempo,0.14285714285714288,0.47,0.5439050193957917
8704,2012-01-03,1,1,1,11,0,2,1,1,0.18,0.1364,0.37,0.5224,12,63,75,Ter,Inverno,Bom tempo,0.163265306122449,0.37,0.6140825202774186
8705,2012-01-03,1,1,1,12,0,2,1,1,0.18,0.1364,0.37,0.5224,4,70,74,Ter,Inverno,Bom tempo,0.163265306122449,0.37,0.6140825202774186
8706,2012-01-03,1,1,1,13,0,2,1,1,0.18,0.1212,0.34,0.6567,5,68,73,Ter,Inverno,Bom tempo,0.163265306122449,0.34,0.7719525096978959
8707,2012-01-03,1,1,1,14,0,2,1,1,0.16,0.1212,0.43,0.5224,7,72,79,Ter,Inverno,Bom tempo,0.14285714285714288,0.43,0.6140825202774186
8708,2012-01-03,1,1,1,15,0,2,1,1,0.16,0.1212,0.37,0.4179,9,68,77,Ter,Inverno,Bom tempo,0.14285714285714288,0.37,0.49124250617138826
8709,2012-01-03,1,1,1,16,0,2,1,1,0.14,0.0909,0.39,0.5821,7,129,136,Ter,Inverno,Bom tempo,0.12244897959183676,0.39,0.6842600211590455
8710,2012-01-03,1,1,1,17,0,2,1,1,0.14,0.1061,0.26,0.4627,4,241,245,Ter,Inverno,Bom tempo,0.12244897959183676,0.26,0.5439050193957917
8711,2012-01-03,1,1,1,18,0,2,1,1,0.14,0.0909,0.26,0.5224,10,214,224,Ter,Inverno,Bom tempo,0.12244897959183676,0.26,0.6140825202774186
8712,2012-01-03,1,1,1,19,0,2,1,1,0.12,0.0909,0.28,0.4179,4,152,156,Ter,Inverno,Bom tempo,0.10204081632653061,0.28,0.49124250617138826
8713,2012-01-03,1,1,1,20,0,2,1,1,0.12,0.1212,0.33,0.2537,0,115,115,Ter,Inverno,Bom tempo,0.10204081632653061,0.33,0.298224991183731
8714,2012-01-03,1,1,1,21,0,2,1,1,0.1,0.1061,0.36,0.2239,2,66,68,Ter,Inverno,Bom tempo,0.0816326530612245,0.36,0.2631950158692841
8715,2012-01-03,1,1,1,22,0,2,1,1,0.1,0.1061,0.46,0.2537,0,33,33,Ter,Inverno,Bom tempo,0.0816326530612245,0.46,0.298224991183731
8716,2012-01-03,1,1,1,23,0,2,1,1,0.1,0.0758,0.46,0.3881,0,18,18,Ter,Inverno,Bom tempo,0.0816326530612245,0.46,0.45621253085694136
8717,2012-01-04,1,1,1,0,0,3,1,1,0.08,0.0606,0.42,0.3284,0,9,9,Qua,Inverno,Bom tempo,0.06122448979591837,0.42,0.38603502997531447
8718,2012-01-04,1,1,1,1,0,3,1,1,0.04,0.0303,0.38,0.2985,0,3,3,Qua,Inverno,Bom tempo,0.020408163265306124,0.38,0.3508875044081345
8719,2012-01-04,1,1,1,2,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,Qua,Inverno,Bom tempo,0.0,0.34,0.33337251675091106
8720,2012-01-04,1,1,1,3,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,Qua,Inverno,Bom tempo,0.0,0.34,0.33337251675091106
8721,2012-01-04,1,1,1,4,0,3,1,1,0.02,0.0455,0.41,0.194,0,2,2,Qua,Inverno,Bom tempo,0.0,0.41,0.22804749030210417
8722,2012-01-04,1,1,1,5,0,3,1,1,0.02,0.0455,0.41,0.194,0,14,14,Qua,Inverno,Bom tempo,0.0,0.41,0.22804749030210417
8723,2012-01-04,1,1,1,6,0,3,1,1,0.02,0.0455,0.41,0.1642,0,59,59,Qua,Inverno,Bom tempo,0.0,0.41,0.19301751498765723
8724,2012-01-04,1,1,1,7,0,3,1,1,0.02,0.0455,0.44,0.194,1,151,152,Qua,Inverno,Bom tempo,0.0,0.44,0.22804749030210417
8725,2012-01-04,1,1,1,8,0,3,1,1,0.02,0.0606,0.44,0.1343,5,310,315,Qua,Inverno,Bom tempo,0.0,0.44,0.15786998942047725
8726,2012-01-04,1,1,1,9,0,3,1,1,0.04,0.0606,0.45,0.1343,7,173,180,Qua,Inverno,Bom tempo,0.020408163265306124,0.45,0.15786998942047725
8727,2012-01-04,1,1,1,10,0,3,1,1,0.06,0.1061,0.45,0.0,7,57,64,Qua,Inverno,Bom tempo,0.04081632653061224,0.45,0.0
8728,2012-01-04,1,1,1,11,0,3,1,2,0.08,0.1212,0.42,0.0896,6,40,46,Qua,Inverno,Nublado,0.06122448979591837,0.42,0.10532502644880687
8729,2012-01-04,1,1,1,12,0,3,1,2,0.1,0.1061,0.46,0.194,9,75,84,Qua,Inverno,Nublado,0.0816326530612245,0.46,0.22804749030210417
8730,2012-01-04,1,1,1,13,0,3,1,2,0.14,0.1212,0.43,0.2537,9,82,91,Qua,Inverno,Nublado,0.12244897959183676,0.43,0.298224991183731
8731,2012-01-04,1,1,1,14,0,3,1,2,0.14,0.1212,0.46,0.2537,6,69,75,Qua,Inverno,Nublado,0.12244897959183676,0.46,0.298224991183731
8732,2012-01-04,1,1,1,15,0,3,1,2,0.18,0.1515,0.37,0.3284,9,81,90,Qua,Inverno,Nublado,0.163265306122449,0.37,0.38603502997531447
8733,2012-01-04,1,1,1,16,0,3,1,2,0.18,0.1667,0.4,0.2836,8,123,131,Qua,Inverno,Nublado,0.163265306122449,0.4,0.33337251675091106
8734,2012-01-04,1,1,1,17,0,3,1,2,0.2,0.197,0.4,0.194,9,272,281,Qua,Inverno,Nublado,0.1836734693877551,0.4,0.22804749030210417
8735,2012-01-04,1,1,1,18,0,3,1,2,0.2,0.2121,0.37,0.1343,9,280,289,Qua,Inverno,Nublado,0.1836734693877551,0.37,0.15786998942047725
8736,2012-01-04,1,1,1,19,0,3,1,2,0.2,0.2273,0.4,0.1045,2,182,184,Qua,Inverno,Nublado,0.1836734693877551,0.4,0.12284001410603033
8737,2012-01-04,1,1,1,20,0,3,1,2,0.2,0.197,0.4,0.194,2,121,123,Qua,Inverno,Nublado,0.1836734693877551,0.4,0.22804749030210417
8738,2012-01-04,1,1,1,21,0,3,1,2,0.2,0.2576,0.44,0.0,2,88,90,Qua,Inverno,Nublado,0.1836734693877551,0.44,0.0
8739,2012-01-04,1,1,1,22,0,3,1,2,0.2,0.2273,0.47,0.0896,4,48,52,Qua,Inverno,Nublado,0.1836734693877551,0.47,0.10532502644880687
8740,2012-01-04,1,1,1,23,0,3,1,2,0.2,0.2273,0.44,0.1045,0,32,32,Qua,Inverno,Nublado,0.1836734693877551,0.44,0.12284001410603033
8741,2012-01-05,1,1,1,0,0,4,1,2,0.22,0.2273,0.47,0.194,1,13,14,Qui,Inverno,Nublado,0.20408163265306123,0.47,0.22804749030210417
8742,2012-01-05,1,1,1,1,0,4,1,1,0.2,0.2273,0.51,0.0896,0,5,5,Qui,Inverno,Bom tempo,0.1836734693877551,0.51,0.10532502644880687
8743,2012-01-05,1,1,1,2,0,4,1,1,0.2,0.2273,0.51,0.0896,0,4,4,Qui,Inverno,Bom tempo,0.1836734693877551,0.51,0.10532502644880687
8744,2012-01-05,1,1,1,3,0,4,1,1,0.2,0.2576,0.61,0.0,0,4,4,Qui,Inverno,Bom tempo,0.1836734693877551,0.61,0.0
8745,2012-01-05,1,1,1,4,0,4,1,2,0.2,0.2273,0.59,0.0896,0,5,5,Qui,Inverno,Nublado,0.1836734693877551,0.59,0.10532502644880687
8746,2012-01-05,1,1,1,5,0,4,1,2,0.2,0.2273,0.59,0.0896,0,26,26,Qui,Inverno,Nublado,0.1836734693877551,0.59,0.10532502644880687
8747,2012-01-05,1,1,1,6,0,4,1,2,0.2,0.2121,0.75,0.1343,0,78,78,Qui,Inverno,Nublado,0.1836734693877551,0.75,0.15786998942047725
8748,2012-01-05,1,1,1,7,0,4,1,2,0.2,0.2273,0.69,0.0896,3,212,215,Qui,Inverno,Nublado,0.1836734693877551,0.69,0.10532502644880687
8749,2012-01-05,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0.0,11,377,388,Qui,Inverno,Nublado,0.1836734693877551,0.75,0.0
8750,2012-01-05,1,1,1,9,0,4,1,2,0.22,0.2727,0.69,0.0,7,220,227,Qui,Inverno,Nublado,0.20408163265306123,0.69,0.0
8751,2012-01-05,1,1,1,10,0,4,1,2,0.24,0.2576,0.52,0.0896,5,81,86,Qui,Inverno,Nublado,0.22448979591836735,0.52,0.10532502644880687
8752,2012-01-05,1,1,1,11,0,4,1,1,0.3,0.3333,0.49,0.0,6,78,84,Qui,Inverno,Bom tempo,0.2857142857142857,0.49,0.0
8753,2012-01-05,1,1,1,12,0,4,1,1,0.3,0.2879,0.49,0.2537,6,114,120,Qui,Inverno,Bom tempo,0.2857142857142857,0.49,0.298224991183731
8754,2012-01-05,1,1,1,13,0,4,1,1,0.34,0.303,0.42,0.2985,6,112,118,Qui,Inverno,Bom tempo,0.326530612244898,0.42,0.3508875044081345
8755,2012-01-05,1,1,1,14,0,4,1,1,0.34,0.3182,0.39,0.2836,13,104,117,Qui,Inverno,Bom tempo,0.326530612244898,0.39,0.33337251675091106
8756,2012-01-05,1,1,1,15,0,4,1,1,0.36,0.3333,0.34,0.2836,6,113,119,Qui,Inverno,Bom tempo,0.3469387755102041,0.34,0.33337251675091106
8757,2012-01-05,1,1,1,16,0,4,1,1,0.36,0.3333,0.34,0.2836,19,178,197,Qui,Inverno,Bom tempo,0.3469387755102041,0.34,0.33337251675091106
8758,2012-01-05,1,1,1,17,0,4,1,2,0.36,0.3485,0.34,0.194,19,393,412,Qui,Inverno,Nublado,0.3469387755102041,0.34,0.22804749030210417
8759,2012-01-05,1,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,9,374,383,Qui,Inverno,Bom tempo,0.326530612244898,0.36,0.19301751498765723
8760,2012-01-05,1,1,1,19,0,4,1,1,0.34,0.3485,0.34,0.0896,10,255,265,Qui,Inverno,Bom tempo,0.326530612244898,0.34,0.10532502644880687
8761,2012-01-05,1,1,1,20,0,4,1,1,0.3,0.3333,0.49,0.0,5,172,177,Qui,Inverno,Bom tempo,0.2857142857142857,0.49,0.0
8762,2012-01-05,1,1,1,21,0,4,1,1,0.26,0.2727,0.6,0.1343,9,88,97,Qui,Inverno,Bom tempo,0.2448979591836735,0.6,0.15786998942047725
8763,2012-01-05,1,1,1,22,0,4,1,1,0.26,0.2576,0.6,0.1642,1,70,71,Qui,Inverno,Bom tempo,0.2448979591836735,0.6,0.19301751498765723
8764,2012-01-05,1,1,1,23,0,4,1,1,0.24,0.2576,0.7,0.1045,4,56,60,Qui,Inverno,Bom tempo,0.22448979591836735,0.7,0.12284001410603033
8765,2012-01-06,1,1,1,0,0,5,1,1,0.22,0.2576,0.75,0.0896,1,24,25,Sex,Inverno,Bom tempo,0.20408163265306123,0.75,0.10532502644880687
8766,2012-01-06,1,1,1,1,0,5,1,1,0.22,0.2727,0.75,0.0,2,6,8,Sex,Inverno,Bom tempo,0.20408163265306123,0.75,0.0
